Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SSH,TCP,UDP,ICMP,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,Label_Encoded
20.0,6,64.0,30430.994703620403,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.287076950073242e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.88,6,65.91,6313.870239349692,0.0,0.0,0.0,0.99,0.99,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,6170.0,60.0,230.0,61.7,16.99999999999999,61.7,0.0001584911346435,100.0,288.99999999999966,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,32000.488288700693,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.125905990600586e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.24,6,64.0,40098.5086042065,0.0,0.0,0.0,0.99,1.0,100.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6988.0,60.0,1042.0,69.88,98.19577229682383,69.88,2.495050430297852e-05,100.0,9642.409696969678,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,43993.11936228236,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.274036407470703e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,45456.85488241032,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.215862274169921e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,39140.57484135871,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.554893493652344e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,23501.4512242954,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.255056381225586e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.88,6,64.64,52271.98404785643,0.0,0.0,0.0,0.99,0.99,99.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.01,0.0,6061.0,60.0,121.0,60.61,6.100000000000001,60.61,1.914024353027344e-05,100.0,37.210000000000015,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,41000.03910068426,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.531051635742188e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,42319.68519826455,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.3639202117919923e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,12891.667435069923,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.758140563964843e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,31298.44041489441,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.195047378540039e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,12930.217645970775,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.733821868896484e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,91658.74125874124,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.0919570922851562e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.76,6,63.84,6635.7169978483735,0.0,0.0,0.0,0.96,0.97,97.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.97,0.03,0.0,10002.0,60.0,1392.0,100.02,228.3570649025535,100.02,0.0001507091522216,100.0,52146.94909090903,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,7805.679830275058,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001281118392944,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,27248.12577145456,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.670930862426758e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,14783.772161714429,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.765127182006836e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,21555.678898139584,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.6401023864746095e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,100198.37553750596,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,9.980201721191406e-06,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,53849.06920015407,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.8689632415771485e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,103307.9802955665,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,9.679794311523438e-06,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.76,6,68.46,12543.90046953973,0.0,0.0,0.01,0.97,0.98,98.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.98,0.02,0.0,6360.0,60.0,250.0,63.6,25.36680404534136,63.6,7.972002029418945e-05,100.0,643.4747474747467,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,61079.13208096694,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.6372203826904297e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.88,6,65.71,12327.486480131673,0.0,0.0,0.0,0.99,0.99,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,6050.0,60.0,110.0,60.5,5.0,60.5,8.112907409667968e-05,100.0,25.0,DDOS-PSHACK_FLOOD,8
20.48,6,64.0,20391.385094073605,0.0,0.02,0.0,0.98,0.98,98.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,6036.0,60.0,78.0,60.36,2.5326952944532124,60.36,4.904031753540039e-05,100.0,6.414545454545445,DDOS-PSHACK_FLOOD,8
20.24,6,64.0,24230.52570768342,0.0,0.0,0.0,0.98,1.0,100.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,6012.0,60.0,66.0,60.12,0.8442317648177358,60.12,4.127979278564453e-05,100.0,0.7127272727272688,DDOS-PSHACK_FLOOD,8
20.12,6,65.75,12348.900338583837,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,6117.0,60.0,155.0,61.17,9.729736778442543,61.17,8.09788703918457e-05,100.0,94.66777777777752,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,95238.51044504996,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.0621547698974609e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,54528.13312532501,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.920938491821289e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,18181.559668819627,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.501031875610351e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.2,6,64.0,17316.0928081909,0.0,0.01,0.0,0.99,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6014.0,60.0,74.0,60.14,1.3999999999999997,60.14,5.774974822998047e-05,100.0,1.9599999999999984,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,41734.36815920398,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.396106719970703e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.76,6,64.51,8946.130876205101,0.0,0.0,0.0,0.98,0.98,98.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.98,0.02,0.0,6050.0,60.0,110.0,60.5,5.0,60.5,0.0001117897033691,100.0,25.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,16493.527329925284,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.064176559448242e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,23661.87521155365,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.227161407470704e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,42807.75668503776,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.3369789123535155e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,11066.765171503956,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,9.048938751220704e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,54763.076119597856,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.826047897338868e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,67.82,30779.36449695457,0.0,0.0,0.02,0.98,1.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.2489299774169924e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.12,6,65.7,4369.886020295472,0.01,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,6088.0,60.0,148.0,60.88,8.80000000000001,60.88,0.00024671792984,100.0,77.44000000000015,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,54556.50364203954,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.918792724609375e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,49677.88700698804,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.0139217376708984e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,33645.94898122894,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.98309326171875e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,28785.28584174044,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.4749507904052734e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,147271.91011235956,0.0,0.0,0.07,0.93,0.93,93.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,6.861686706542969e-06,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,34447.3061760841,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.967119216918945e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,41052.20710580405,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.435922622680664e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.6,6,67.82,7241.671990193201,0.0,0.0,0.0,0.98,0.98,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.02,6020.0,60.0,70.0,60.2,1.4070529413628965,60.2,0.0001381015777587,100.0,1.9797979797979783,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,40388.0982185845,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.4759769439697264e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,17140.596648957908,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,5.834102630615234e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,31857.08643475619,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.139972686767578e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.64,6,64.0,18761.424226158524,0.0,0.0,0.0,0.97,0.97,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,6270.0,60.0,150.0,62.7,15.43019471979889,62.7,5.330085754394531e-05,100.0,238.09090909090952,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,54022.46264811952,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.851081848144532e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,65.91,9636.539919586445,0.0,0.0,0.01,0.99,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001037716865539,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,45392.90043290043,0.0,0.0,0.19,0.81,0.81,81.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.203941345214844e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,34615.03672526203,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.890110015869141e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.24,6,64.0,15649.220207447206,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,1.0,0.0,0.0,6069.0,60.0,112.0,60.69,5.4544856899082665,60.69,6.390094757080078e-05,100.0,29.751414141414063,DDOS-PSHACK_FLOOD,8
20.2,6,63.88,48006.22639349891,0.0,0.01,0.0,0.99,1.0,100.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,6014.0,60.0,74.0,60.14,1.3999999999999997,60.14,2.0840167999267577e-05,100.0,1.9599999999999984,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,39572.63892820077,0.0,0.0,0.02,0.98,0.98,98.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.5269985198974608e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,35122.29107352202,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.8541088104248045e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,69.73,9723.89298465248,0.0,0.0,0.03,0.97,1.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001028490066528,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,40434.82117034609,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.473115921020508e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,30702.759680843275,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.257989883422852e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,30655.635141061248,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.262996673583985e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,21687.197518097208,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.611968994140625e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,21578.96794772856,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,4.6341419219970704e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,135869.90605766117,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,7.359981536865235e-06,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,9511.971878897832,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001051402091979,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,67.82,1873.921143750698,0.0,0.0,0.02,0.98,1.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0005336499214172,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,48970.274372446,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.094984054565429e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,47302.40216533213,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.1150112152099608e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,60795.82548195391,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,1.6448497772216796e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,44563.3659158521,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.2449493408203124e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,27093.23687100317,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,3.691911697387695e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
19.88,6,65.91,15800.135613651772,0.0,0.0,0.0,0.99,0.99,99.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.01,0.0,6021.0,60.0,81.0,60.21,2.100000000000003,60.21,6.330013275146484e-05,100.0,4.4100000000000135,DDOS-PSHACK_FLOOD,8
20.0,6,65.91,9255.884365000553,0.0,0.0,0.01,0.99,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,0.0001080393791198,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,47597.63958238765,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.1109580993652345e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
20.0,6,64.0,37382.38859180036,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.676010131835937e-05,100.0,0.0,DDOS-PSHACK_FLOOD,8
